Province,Year,Zone,Candidate,Number,Party,Score
กรุงเทพมหานคร,2554,6,นายนเรนทร์ฤทธิ์  ไชยโย,12,รักษ์สันติ,2193
กรุงเทพมหานคร,2554,6,นางสาวมลฤดี  สร้อยธรรมา,14,กิจสังคม,222
กรุงเทพมหานคร,2554,6,นายสว่าง  คุณานุรักษพงศ์,18,เพื่อฟ้าดิน,32
กรุงเทพมหานคร,2554,6,นางสาวสุภารัตน์  ไตรทศพร,21,ชาติไทยพัฒนา,168
กรุงเทพมหานคร,2554,6,ว่าที่ ร้อยตรีวรพจน์  ประทุมวัน,23,ชาติสามัคคี,29
กรุงเทพมหานคร,2554,6,นายประวิทย์  โพธิ์กระจ่าง,33,ประชาสันติ,66
กรุงเทพมหานคร,2554,6,นางสาวสรารัตน์  เรืองศรี,34,ความหวังใหม่,27
กรุงเทพมหานคร,2554,6,นายเกรียงศักดิ์  แสงประดับ,36,พลังคนกีฬา,67
กรุงเทพมหานคร,2554,7,นางสาวอนุตตมา  อมรวิวัฒน์,1,เพื่อไทย,32692
กรุงเทพมหานคร,2554,7,นายธเนศวร  มหาธนินวงศ์,2,ชาติพัฒนาเพื่อแผ่นดิน,168
กรุงเทพมหานคร,2554,7,นายเอกสิทธิ์  หมวดทอง,4,ประชากรไทย,38
กรุงเทพมหานคร,2554,7,นายพุทธิพงษ์  ปุณณกันต์,10,ประชาธิปัตย์,38470
กรุงเทพมหานคร,2554,7,นางวัจนา  สุทัศน์ ณ อยุธยา,12,รักษ์สันติ,1619
กรุงเทพมหานคร,2554,7,นายไพฑูรย์  เครือนาค,14,กิจสังคม,132
กรุงเทพมหานคร,2554,7,นางสาวศีลสนิท  น้อยอินต๊ะ,18,เพื่อฟ้าดิน,41
กรุงเทพมหานคร,2554,7,นายสุชาติ  นันทนานิมิตกุล,21,ชาติไทยพัฒนา,99
กรุงเทพมหานคร,2554,7,นายกฤษฎา  พรหมพิพัฒน์พร,33,ประชาสันติ,46
กรุงเทพมหานคร,2554,7,นางมาลีรัฏฐ์  เอี้ยวสกุล,34,ความหวังใหม่,36
กรุงเทพมหานคร,2554,7,นายสกาว  เรือนจันทร์,36,พลังคนกีฬา,35
กรุงเทพมหานคร,2554,8,นายสิงห์ทอง  บัวชุม,1,เพื่อไทย,38187
กรุงเทพมหานคร,2554,8,นายวรศักดิ์  อิศรางกูร ณ อยุธยา,2,ชาติพัฒนาเพื่อแผ่นดิน,273
กรุงเทพมหานคร,2554,8,ว่าที่ ร้อยโทเกียรติสณ  พุสดี,9,พลังมวลชน,49
กรุงเทพมหานคร,2554,8,นายสรรเสริญ  สมะลาภา,10,ประชาธิปัตย์,43293
กรุงเทพมหานคร,2554,8,นายบุญอนันต์  เปี่ยมพงศ์สานต์,12,รักษ์สันติ,2516
กรุงเทพมหานคร,2554,8,นายสุภาพ  ศรีชัย,14,กิจสังคม,204
กรุงเทพมหานคร,2554,8,นางสาวตะวันธรรม  ข่าทิพย์พาที,18,เพื่อฟ้าดิน,70
กรุงเทพมหานคร,2554,8,นางพรรณี  บุญมา,23,ชาติสามัคคี,26
กรุงเทพมหานคร,2554,8,นายชะฎา  ทุยไธสง,33,ประชาสันติ,99
กรุงเทพมหานคร,2554,9,นางสาววิลาวัลย์  ธรรมชาติ,1,เพื่อไทย,37602
กรุงเทพมหานคร,2554,9,พันตรีอภิรักษ์  อารีย์มิตร,2,ชาติพัฒนาเพื่อแผ่นดิน,203
กรุงเทพมหานคร,2554,9,ร้อยตำรวจตรีเสน่ห์  ชัยทร,4,ประชากรไทย,29
กรุงเทพมหานคร,2554,9,นายอรรถวิชช์  สุวรรณภักดี,10,ประชาธิปัตย์,42352
กรุงเทพมหานคร,2554,9,ร้อยเอกหม่อมหลวงเกียรติเกษม  เกษมสันต์,12,รักษ์สันติ,2536
กรุงเทพมหานคร,2554,9,นายอภิชาติ  รัตรสาร,14,กิจสังคม,178
กรุงเทพมหานคร,2554,9,นางสาวจันทร์แรม  อัมรินทร์,18,เพื่อฟ้าดิน,48
กรุงเทพมหานคร,2554,9,นายภาษกร  เดชะสุรังกูล,20,การเมืองใหม่,51
กรุงเทพมหานคร,2554,9,นางสาวฉวีวรรณ  พงษ์ศิลา,21,ชาติไทยพัฒนา,107
กรุงเทพมหานคร,2554,9,นายจริส  สุพร,33,ประชาสันติ,45
กรุงเทพมหานคร,2554,9,นายดามพ์  เผด็จดัสกร,34,ความหวังใหม่,79
กรุงเทพมหานคร,2554,9,นางภันณี  ธกูลสวัสดิ์,36,พลังคนกีฬา,25
กรุงเทพมหานคร,2554,10,นายเฉลิมชัย  จีนะวิจารณะ,1,เพื่อไทย,30596
กรุงเทพมหานคร,2554,10,นายอรรถพล  วงศ์รัตน์,2,ชาติพัฒนาเพื่อแผ่นดิน,153
กรุงเทพมหานคร,2554,10,นายชื่นชอบ  คงอุดม,10,ประชาธิปัตย์,32306
กรุงเทพมหานคร,2554,10,นายสมบัติ  เปี่ยมบริบูรณ์,12,รักษ์สันติ,1905
กรุงเทพมหานคร,2554,10,นางสาวอุมาพร  อ่อนสุภาพ,14,กิจสังคม,186
กรุงเทพมหานคร,2554,10,นางสาวใจแก้ว  อโศกตระกูล,18,เพื่อฟ้าดิน,83
กรุงเทพมหานคร,2554,10,นายผดุงสิน  ศรีไชโย,34,ความหวังใหม่,22
กรุงเทพมหานคร,2554,11,นายสุรชาติ  เทียนทอง,1,เพื่อไทย,28376
กรุงเทพมหานคร,2554,11,นางสาวเยาวภา  บุรพลชัย,2,ชาติพัฒนาเพื่อแผ่นดิน,545
กรุงเทพมหานคร,2554,11,นายชายสิทธิ์  คำเทศ,4,ประชากรไทย,25
กรุงเทพมหานคร,2554,11,นายสกลธี  ภัททิยกุล,10,ประชาธิปัตย์,25704
กรุงเทพมหานคร,2554,11,นายสิระ  เจนจาคะ,12,รักษ์สันติ,2437
กรุงเทพมหานคร,2554,11,นายศักดินนท์  พุ่มคชา,14,กิจสังคม,110
กรุงเทพมหานคร,2554,11,นางสาวศุภมาส  อิศรภักดี,16,ภูมิใจไทย,14474
กรุงเทพมหานคร,2554,11,นางสาวสวยใส  ชาวหินฟ้า,18,เพื่อฟ้าดิน,33
กรุงเทพมหานคร,2554,11,นางอุษณีย์  กกไธสง,34,ความหวังใหม่,7
กรุงเทพมหานคร,2554,11,นางสาวประภารัตน์  พิริยะอนันตกุล,36,พลังคนกีฬา,24
กรุงเทพมหานคร,2554,11,นางรัชฎาภรณ์  ศรีลาเลิศ,39,เพื่อนเกษตรไทย,18
กรุงเทพมหานคร,2554,12,นายการุณ  โหสกุล,1,เพื่อไทย,38351
กรุงเทพมหานคร,2554,12,นายนิรุติ  จิตชัย,2,ชาติพัฒนาเพื่อแผ่นดิน,86
กรุงเทพมหานคร,2554,12,นายแทนคุณ  จิตต์อิสระ,10,ประชาธิปัตย์,30675
กรุงเทพมหานคร,2554,12,ร้อยเอกชมพล  ยูสานนท์,12,รักษ์สันติ,1018
กรุงเทพมหานคร,2554,12,นาวาเอกประจักษ์  วังกานนท์,14,กิจสังคม,117
กรุงเทพมหานคร,2554,12,นางสาวเบ็ญจวรรณ  เจริญวงษ์,18,เพื่อฟ้าดิน,29
กรุงเทพมหานคร,2554,12,นายภูมิพัฒน์  กาลกิจ,21,ชาติไทยพัฒนา,75
กรุงเทพมหานคร,2554,12,นายพฤกพงษ์  เปรมศิริ,26,มาตุภูมิ,681
กรุงเทพมหานคร,2554,12,นางวัชรินทร์  เรืองศรี,34,ความหวังใหม่,21
กรุงเทพมหานคร,2554,12,นายธวัชชัย  ด้วงแดงโชติ,36,พลังคนกีฬา,13
กรุงเทพมหานคร,2554,13,นาวาอากาศเอกอนุดิษฐ์  นาครทรรพ,1,เพื่อไทย,51765
กรุงเทพมหานคร,2554,13,นาวาอากาศตรีปิยะพงษ์  ผิวอ่อน,2,ชาติพัฒนาเพื่อแผ่นดิน,1538
กรุงเทพมหานคร,2554,13,นายก้องศักดิ์  ยอดมณี,10,ประชาธิปัตย์,33805
กรุงเทพมหานคร,2554,13,นาวาอากาศโทรวยลาภ  เอี่ยมทอง,12,รักษ์สันติ,1997
กรุงเทพมหานคร,2554,13,นางสาวบงกฏ  เจริญเธียร,13,ไทยเป็นสุข,145
กรุงเทพมหานคร,2554,13,พลโทดนัย  เงินโสภา,14,กิจสังคม,139
กรุงเทพมหานคร,2554,13,นายหนึ่งหล้า  ลิ้นป่าโลกีย์,18,เพื่อฟ้าดิน,16
กรุงเทพมหานคร,2554,13,นายเอกภพ  เหล่าลาภะ,21,ชาติไทยพัฒนา,88
กรุงเทพมหานคร,2554,13,นายวัชรินทร์  อนันต์หน่อ,26,มาตุภูมิ,120
กรุงเทพมหานคร,2554,13,นายวิระพจน์  รัตนพันธ์,34,ความหวังใหม่,59
กรุงเทพมหานคร,2554,13,นางสาวนิรชา  ระย้า,36,พลังคนกีฬา,24
กรุงเทพมหานคร,2554,14,นายอนุสรณ์  ปั้นทอง,1,เพื่อไทย,49829
กรุงเทพมหานคร,2554,14,นางกรพินธุ์  สุทัศน์ ณ อยุธยา,2,ชาติพัฒนาเพื่อแผ่นดิน,739
กรุงเทพมหานคร,2554,14,นายวิทเยนทร์  มุตตามระ,10,ประชาธิปัตย์,41735
กรุงเทพมหานคร,2554,14,นายพจน์  อู่ธนา,12,รักษ์สันติ,3211
กรุงเทพมหานคร,2554,14,นายคมปภัต  สันทัด,14,กิจสังคม,288
กรุงเทพมหานคร,2554,14,นายสมบูรณ์  สุขสวัสดิ์,18,เพื่อฟ้าดิน,27
กรุงเทพมหานคร,2554,14,นายเฉลิมศักดิ์  เอกสุธานี,36,พลังคนกีฬา,49
กรุงเทพมหานคร,2554,14,นางสาวอภิญรัตน์  วัฒนะพัทธ์,39,เพื่อนเกษตรไทย,28
กรุงเทพมหานคร,2554,15,นายภักดีหาญส์  หิมะทองคำ,1,เพื่อไทย,32737
กรุงเทพมหานคร,2554,15,นายศิโรตม์  มโนพัฒนะ,2,ชาติพัฒนาเพื่อแผ่นดิน,144
กรุงเทพมหานคร,2554,15,นายภูโมกข์  นุ่นจันทร์,9,พลังมวลชน,94
กรุงเทพมหานคร,2554,15,นายณัฏฐ์  บรรทัดฐาน,10,ประชาธิปัตย์,37260
กรุงเทพมหานคร,2554,15,นางคนึงนิจ  คคนัมพรคงคา,11,ไทยพอเพียง,45
กรุงเทพมหานคร,2554,15,นายธีรัจชัย  พันธุมาศ,12,รักษ์สันติ,2187
กรุงเทพมหานคร,2554,15,นายชิษณุพงศ์  รัตนพันธ์,14,กิจสังคม,297
กรุงเทพมหานคร,2554,15,นางสาวยลศิริ  ดำช่วย,18,เพื่อฟ้าดิน,31
กรุงเทพมหานคร,2554,15,ว่าที่ ร้อยตรีนพดล  เดชาฤทธิ์,20,การเมืองใหม่,47
กรุงเทพมหานคร,2554,15,นายชัยฤกษ์  กลางพิมาย,28,พลังสังคมไทย,6
กรุงเทพมหานคร,2554,15,นายอำนวย  โกวิทธรรมกรณ์,33,ประชาสันติ,66
กรุงเทพมหานคร,2554,15,นายณรงค์  รื่นพิทักษ์,34,ความหวังใหม่,18
กรุงเทพมหานคร,2554,15,นางวิภาวี  ทองพิทักษ์,36,พลังคนกีฬา,19
กรุงเทพมหานคร,2554,16,นายพลภูมิ  วิภัติภูมิประเทศ,1,เพื่อไทย,48690
กรุงเทพมหานคร,2554,16,นายไมตรี  คำพันธุ์,2,ชาติพัฒนาเพื่อแผ่นดิน,176
กรุงเทพมหานคร,2554,16,นายพนิช  วิกิตเศรษฐ์,10,ประชาธิปัตย์,47425
กรุงเทพมหานคร,2554,16,นายอัคคชา  พรหมสูตร,12,รักษ์สันติ,1908
กรุงเทพมหานคร,2554,16,นายสันติ  วิชัยพล,14,กิจสังคม,215
กรุงเทพมหานคร,2554,16,เรือตรีแซมดิน  เลิศบุญย์,18,เพื่อฟ้าดิน,81
กรุงเทพมหานคร,2554,16,นายสุรทัศน์  คัชมาตย์,21,ชาติไทยพัฒนา,102
กรุงเทพมหานคร,2554,16,หม่อมหลวงสมชาย  เกษมสันต์,23,ชาติสามัคคี,22
กรุงเทพมหานคร,2554,16,นายสุทัศน์  แก่นสุวรรณ,33,ประชาสันติ,39
กรุงเทพมหานคร,2554,16,นายอับดุลณฮากีม  ยีตา,34,ความหวังใหม่,25
กรุงเทพมหานคร,2554,16,นายวิทวัท  ชุลสนะเสวี,36,พลังคนกีฬา,64
กรุงเทพมหานคร,2554,17,นายวิชาญ  มีนชัยนันท์,1,เพื่อไทย,42450
กรุงเทพมหานคร,2554,17,นายยศพงศ์  นาทันรีบ,2,ชาติพัฒนาเพื่อแผ่นดิน,102
กรุงเทพมหานคร,2554,17,นายชาญวิทย์  วิภูศิริ,10,ประชาธิปัตย์,39634
กรุงเทพมหานคร,2554,17,นายวิโรจะโน  ชูชาติประเสริฐผล,12,รักษ์สันติ,1457
กรุงเทพมหานคร,2554,17,นายยุทธนา  ช่วงมณี,14,กิจสังคม,144
กรุงเทพมหานคร,2554,17,นายธำรงค์  แสงสุริยจันทร์,18,เพื่อฟ้าดิน,23
กรุงเทพมหานคร,2554,17,นายสุรชัย  นิวาสพันธุ์,21,ชาติไทยพัฒนา,95
กรุงเทพมหานคร,2554,17,นายศุภกร  ภูมิพันธ์,34,ความหวังใหม่,18
กรุงเทพมหานคร,2554,17,นางสาวกนกวรรรณ  สุทธิประภา,36,พลังคนกีฬา,43
กรุงเทพมหานคร,2554,18,นายจิรายุ  ห่วงทรัพย์,1,เพื่อไทย,39058
กรุงเทพมหานคร,2554,18,พลตำรวจตรีชาตรี  สุทัศน์ ณ อยุธยา,2,ชาติพัฒนาเพื่อแผ่นดิน,169
กรุงเทพมหานคร,2554,18,นายสมัย  เจริญช่าง,10,ประชาธิปัตย์,37910
กรุงเทพมหานคร,2554,18,นายธนัช  กรองกันภัย,12,รักษ์สันติ,1495
กรุงเทพมหานคร,2554,18,นายสุภิญโญ  กลิ่นสังข์,14,กิจสังคม,156
กรุงเทพมหานคร,2554,18,นายดอกบัวน้อย  นาวาบุญนิยม,18,เพื่อฟ้าดิน,33
กรุงเทพมหานคร,2554,18,นายเอกฤทธิ  เจียกขจร,21,ชาติไทยพัฒนา,81
กรุงเทพมหานคร,2554,18,นางสาวปวภัสส์  วัชโรฐิติกรณ์,23,ชาติสามัคคี,66
กรุงเทพมหานคร,2554,18,นายสงวนศักดิ์  ยูฮันเงาะ,34,ความหวังใหม่,51
กรุงเทพมหานคร,2554,18,นายบุญเรือง  ศิลาธุลี,36,พลังคนกีฬา,26
กรุงเทพมหานคร,2554,19,นายไพโรจน์  อิสระเสรีพงษ์,1,เพื่อไทย,36530
กรุงเทพมหานคร,2554,19,นายสุรยุทธ  ศิริขันธ์,2,ชาติพัฒนาเพื่อแผ่นดิน,135
กรุงเทพมหานคร,2554,19,นายวสันต์  มีวงษ์,10,ประชาธิปัตย์,32667
กรุงเทพมหานคร,2554,19,นายดิเรก  สุมาลยศักดิ์,12,รักษ์สันติ,808
กรุงเทพมหานคร,2554,19,นางกวิตา  สุขโข,14,กิจสังคม,98
กรุงเทพมหานคร,2554,19,นางสาวรัชณี  ศรีเกิด,18,เพื่อฟ้าดิน,46
กรุงเทพมหานคร,2554,19,นายเกษม  ทรัพย์เจริญ,33,ประชาสันติ,43
กรุงเทพมหานคร,2554,19,นายศรัณย์กรณ์  จักษุจินดา,34,ความหวังใหม่,16
กรุงเทพมหานคร,2554,19,นายไพศาล  ศรีจันทร์,36,พลังคนกีฬา,65
กรุงเทพมหานคร,2554,19,นายเพทาย  และมิตร,39,เพื่อนเกษตรไทย,58
กรุงเทพมหานคร,2554,20,นางสาวธีรรัตน์  สำเร็จวาณิชย์,1,เพื่อไทย,44914
กรุงเทพมหานคร,2554,20,นางกฤษณา  ธารีฉัตร,2,ชาติพัฒนาเพื่อแผ่นดิน,155
กรุงเทพมหานคร,2554,20,นางสลวยเลิศ  กิมสูนจันทร์,10,ประชาธิปัตย์,26256
กรุงเทพมหานคร,2554,20,นายสง่า  ยงเกียรติพานิช,12,รักษ์สันติ,2854
กรุงเทพมหานคร,2554,20,นางสาวเปรมฤดี  พิธพรชัยกุล,14,กิจสังคม,118
กรุงเทพมหานคร,2554,20,นางเพ็ญพร  กรุณามิตร,18,เพื่อฟ้าดิน,31
กรุงเทพมหานคร,2554,20,นายประสาน  ผาแดงจงเจิรญ,26,มาตุภูมิ,489
กรุงเทพมหานคร,2554,20,นายสมศักดิ์  ภมรเรวดี,34,ความหวังใหม่,15
กรุงเทพมหานคร,2554,20,นายสุริยา  แก้วผูกนาค,36,พลังคนกีฬา,57
กรุงเทพมหานคร,2554,20,นายอ๊อด  บุญพา,39,เพื่อนเกษตรไทย,47
กรุงเทพมหานคร,2554,21,นายเอกพจน์  วงศ์อารยะ,1,เพื่อไทย,33317
กรุงเทพมหานคร,2554,21,นายธิบดี  เยาวมาลี,2,ชาติพัฒนาเพื่อแผ่นดิน,262
กรุงเทพมหานคร,2554,21,นางนาถยา  เบ็ญจศิริวรรณ,10,ประชาธิปัตย์,42754
กรุงเทพมหานคร,2554,21,นายสุภาพ  ทองรัตน์,12,รักษ์สันติ,2164
กรุงเทพมหานคร,2554,21,นายอนุสรณ์  สถาพร,14,กิจสังคม,139
กรุงเทพมหานคร,2554,21,นางสาวเกร็ดดิน  อโศกตระกูล,18,เพื่อฟ้าดิน,29
กรุงเทพมหานคร,2554,21,นายศักดิ์  สุวรรณกูฏ,33,ประชาสันติ,30
กรุงเทพมหานคร,2554,21,นางจันทรรัตน์  พันธุ์ชัชวาล,36,พลังคนกีฬา,42
กรุงเทพมหานคร,2554,21,นางสาวปัทมพร  ขุนทอง,39,เพื่อนเกษตรไทย,90
กรุงเทพมหานคร,2554,22,นายภัทรศักดิ์  โอสถานุเคราะห์,1,เพื่อไทย,39437
กรุงเทพมหานคร,2554,22,นายธานี  สาครสินธุ์,2,ชาติพัฒนาเพื่อแผ่นดิน,252
กรุงเทพมหานคร,2554,22,นายสามารถ  มะลูลีม,10,ประชาธิปัตย์,50467
กรุงเทพมหานคร,2554,22,นายธันวา  ไกรฤกษ์,12,รักษ์สันติ,2316
กรุงเทพมหานคร,2554,22,นายบุญรอด  แก่นจันทร์,14,กิจสังคม,177
กรุงเทพมหานคร,2554,22,นางวรรณรีย์  วรรธนรียชาติ,18,เพื่อฟ้าดิน,41
กรุงเทพมหานคร,2554,22,นายธำรงสิน  เจียรตระกูล,33,ประชาสันติ,78
กรุงเทพมหานคร,2554,22,นายอุทัย  นามวงศ์,34,ความหวังใหม่,39
กรุงเทพมหานคร,2554,22,นายอธินาถ  ศิริเมฆา,36,พลังคนกีฬา,47
กรุงเทพมหานคร,2554,22,นายสุรพรชัย  คงบุญช่วย,39,เพื่อนเกษตรไทย,37
กรุงเทพมหานคร,2554,23,นายวัฒนา  เซ่งไพเราะ,1,เพื่อไทย,39668
กรุงเทพมหานคร,2554,23,นายเอก  กฤชวงศ์สนิท,2,ชาติพัฒนาเพื่อแผ่นดิน,189
กรุงเทพมหานคร,2554,23,นายสุทธิ  ปัญญาสกุลวงศ์,10,ประชาธิปัตย์,47993
กรุงเทพมหานคร,2554,23,นายชัยวัฒน์  อ่ำสกุล,12,รักษ์สันติ,2655
กรุงเทพมหานคร,2554,23,นายสุพล  ค้าพลอยดี,14,กิจสังคม,244
กรุงเทพมหานคร,2554,23,นายฉลอง  เกตุแก้ว,17,แทนคุณแผ่นดิน,116
กรุงเทพมหานคร,2554,23,นางสาวฟ่องฟ้า  ศรีวรพรกุล,18,เพื่อฟ้าดิน,54
กรุงเทพมหานคร,2554,23,นายภูวเดช  ไวทยกุล,21,ชาติไทยพัฒนา,138
กรุงเทพมหานคร,2554,23,นางสาวจิรัชฌา  สุวรรณกูฏ,33,ประชาสันติ,293
กรุงเทพมหานคร,2554,23,นางสาวณ้ฏชานันท์  อัศวจิตตานนท์,36,พลังคนกีฬา,47
กรุงเทพมหานคร,2554,24,นายเอนก  หุตังคบดี,1,เพื่อไทย,35789
กรุงเทพมหานคร,2554,24,นางศิริลักษณ์  จัตตารีส์,2,ชาติพัฒนาเพื่อแผ่นดิน,187
กรุงเทพมหานคร,2554,24,นายสุรันต์  จันทร์พิทักษ์,10,ประชาธิปัตย์,44689
กรุงเทพมหานคร,2554,24,นายบุญฤทธิ์  ขวัญชุม,12,รักษ์สันติ,1504
กรุงเทพมหานคร,2554,24,นายจิรชาญ  ศรีตะปัญญะ,14,กิจสังคม,200
กรุงเทพมหานคร,2554,24,นายแรงผา  จำปี,18,เพื่อฟ้าดิน,61
กรุงเทพมหานคร,2554,25,นายสุวัฒน์  ม่วงศิริ,1,เพื่อไทย,38399
กรุงเทพมหานคร,2554,25,นายชัชพรรษ  อภิเอกปฐม,2,ชาติพัฒนาเพื่อแผ่นดิน,207
กรุงเทพมหานคร,2554,25,นางนันทพร  วีรกุลสุนทร,10,ประชาธิปัตย์,44140
กรุงเทพมหานคร,2554,25,นายพิสุทธิ์  อังจันทร์เพ็ญ,12,รักษ์สันติ,1650
กรุงเทพมหานคร,2554,25,นางสาวชลธิชา  สนองณรงค์,14,กิจสังคม,160
กรุงเทพมหานคร,2554,25,นายวรเทพ  กำภูพงษ์,18,เพื่อฟ้าดิน,30
กรุงเทพมหานคร,2554,25,นายวีระวัตน์  วีระพงษ์,21,ชาติไทยพัฒนา,75
กรุงเทพมหานคร,2554,26,นางสาวนพสรัญ  วรรณศิริกุล,1,เพื่อไทย,45092
กรุงเทพมหานคร,2554,26,ร้อยเอกชุมพล  รุ่งวิชานิวัฒน์,2,ชาติพัฒนาเพื่อแผ่นดิน,250
กรุงเทพมหานคร,2554,26,นายณัฏฐพล  ทีปสุวรรณ,10,ประชาธิปัตย์,46910
กรุงเทพมหานคร,2554,26,นายณรงค์ศักดิ์  วงศ์สังวาลย์,12,รักษ์สันติ,2545
กรุงเทพมหานคร,2554,26,นายเชาวรัตน์  สุขขจร,14,กิจสังคม,248
กรุงเทพมหานคร,2554,26,นายชูชาติ  พิมพ์กา,17,แทนคุณแผ่นดิน,67
